age,workclass,education,maritalstatus,occupation,workhours,income
18,Missing,11th,Single,Missing,7,Below-50K
28,Private,High-school,Single,Machinary,50,Below-50K
32,Private,Masters,Married,Specilist,40,Below-50K
56,Private,High-school,Divorced,Craft-repair,42,Below-50K
36,Private,High-school,Married,Other,50,Below-50K
34,Private,College,Married,Management,55,Below-50K
18,Private,High-school,Single,Sales,40,Below-50K
39,Private,10th,Widowed,Machinary,40,Below-50K
25,Private,Bachelors,Single,Management,40,Below-50K
27,Self-emp,College,Single,Craft-repair,35,Below-50K
56,Self-emp,Masters,Divorced,Sales,60,Below-50K
33,Self-emp,High-school,Married,Craft-repair,40,Below-50K
49,Self-emp,Doctorate,Married,Specilist,60,Above-50K
44,Self-emp,High-school,Married,Management,84,Below-50K
30,Self-emp,11th,Single,Craft-repair,45,Above-50K
27,Private,High-school,Divorced,Craft-repair,50,Below-50K
25,Private,Bachelors,Single,Administrative,40,Above-50K
30,Self-emp,Bachelors,Single,Management,40,Below-50K
38,Private,Associate,Married,Other,40,Below-50K
38,Private,High-school,Married,Craft-repair,40,Below-50K
46,Private,College,Divorced,Sales,40,Below-50K
37,Private,High-school,Widowed,Machinary,20,Below-50K
62,Private,High-school,Married,Management,40,Above-50K
55,Self-emp,High-school,Married,Other,40,Below-50K
47,Self-emp,High-school,Separated,Craft-repair,40,Below-50K
45,Private,High-school,Married,Specilist,14,Below-50K
50,Private,High-school,Married,Craft-repair,40,Below-50K
36,Private,High-school,Divorced,Machinary,40,Below-50K
45,Private,High-school,Single,Sales,20,Below-50K
23,Private,High-school,Single,Transportation,38,Below-50K
37,Private,Associate,Married,Management,50,Above-50K
38,State-gov,Doctorate,Married,Specilist,55,Above-50K
27,Private,College,Single,Clearning,40,Below-50K
29,Private,Bachelors,Married,Sales,50,Below-50K
45,Local-gov,Masters,Single,Specilist,40,Below-50K
41,Self-emp,High-school,Married,Sales,55,Above-50K
38,Self-emp,College,Single,Other,20,Below-50K
27,Private,Bachelors,Single,Specilist,40,Below-50K
51,Federal-gov,College,Married,Clearning,40,Below-50K
44,Federal-gov,High-school,Divorced,Craft-repair,40,Below-50K
33,Federal-gov,Masters,Married,Transportation,40,Below-50K
28,Self-emp,High-school,Married,Sales,40,Above-50K
32,Private,Bachelors,Married,Management,45,Above-50K
43,Private,Masters,Married,Specilist,55,Below-50K
45,Local-gov,High-school,Divorced,Other,40,Below-50K
52,Federal-gov,Associate,Married,Other,40,Above-50K
24,Private,High-school,Single,Other,35,Below-50K
19,Missing,College,Single,Missing,40,Below-50K
47,Private,Associate,Married,Specilist,40,Above-50K
53,Self-emp,Doctorate,Divorced,Management,50,Above-50K
31,Private,Bachelors,Married,Sales,40,Above-50K
30,Private,Associate,Single,Craft-repair,40,Below-50K
56,Private,High-school,Married,Administrative,40,Below-50K
49,Federal-gov,Bachelors,Married,Specilist,40,Above-50K
38,Private,High-school,Married,Transportation,40,Below-50K
19,Private,College,Single,Administrative,18,Below-50K
39,Private,Associate,Married,Craft-repair,40,Below-50K
38,Private,High-school,Married,Management,40,Below-50K
47,Private,High-school,Married,Transportation,55,Above-50K
58,Private,11th,Married,Craft-repair,40,Below-50K
27,Private,High-school,Single,Transportation,40,Below-50K
59,Local-gov,Masters,Divorced,Specilist,40,Above-50K
24,Private,Bachelors,Single,Sales,47,Below-50K
42,Private,Associate,Married,Machinary,40,Below-50K
53,State-gov,Masters,Married,Management,60,Above-50K
35,Private,High-school,Married,Clearning,50,Below-50K
36,Local-gov,High-school,Married,Administrative,40,Above-50K
26,Private,High-school,Married,Craft-repair,40,Below-50K
33,Private,9th,Separated,Administrative,48,Below-50K
29,Private,College,Married,Specilist,40,Below-50K
43,Private,11th,Married,Clearning,40,Below-50K
35,Private,Bachelors,Married,Sales,50,Above-50K
48,Private,Bachelors,Separated,Specilist,36,Above-50K
45,Local-gov,Masters,Divorced,Specilist,40,Below-50K
43,Private,High-school,Divorced,Management,40,Below-50K
27,Private,9th,Single,Other,30,Below-50K
21,Private,7th-8th,Single,Craft-repair,40,Below-50K
63,Missing,High-school,Widowed,Missing,4,Below-50K
39,Private,College,Married,Administrative,40,Above-50K
52,Self-emp,Bachelors,Married,Sales,55,Above-50K
41,Self-emp,Bachelors,Widowed,Specilist,40,Below-50K
48,Private,High-school,Married,Craft-repair,70,Above-50K
27,Missing,11th,Divorced,Missing,35,Below-50K
53,State-gov,High-school,Divorced,Management,40,Below-50K
33,Local-gov,Associate,Married,Craft-repair,50,Below-50K
37,Private,10th,Single,Craft-repair,35,Below-50K
18,Missing,College,Single,Missing,40,Below-50K
43,Federal-gov,Doctorate,Separated,Specilist,24,Above-50K
20,Private,College,Single,Administrative,40,Below-50K
47,Private,Prof-school,Married,Specilist,50,Above-50K
36,Self-emp,High-school,Married,Algriculture,70,Below-50K
41,Private,High-school,Married,Transportation,45,Above-50K
67,Private,7th-8th,Married,Craft-repair,40,Below-50K
38,Private,Bachelors,Separated,Craft-repair,40,Below-50K
47,Self-emp,Masters,Single,Management,25,Below-50K
39,Private,Associate,Married,Tech-support,40,Below-50K
34,Self-emp,Bachelors,Married,Management,35,Below-50K
36,Private,High-school,Single,Other,35,Below-50K
24,Private,College,Married,Administrative,40,Below-50K
50,Self-emp,High-school,Married,Algriculture,84,Below-50K
21,Private,High-school,Single,Other,30,Below-50K
21,Private,9th,Single,Other,50,Below-50K
40,Private,High-school,Single,Craft-repair,40,Below-50K
19,Private,College,Single,Administrative,25,Below-50K
38,Private,High-school,Single,Machinary,40,Below-50K
34,Private,Associate,Married,Craft-repair,50,Below-50K
44,Local-gov,College,Divorced,Management,50,Below-50K
20,Private,Associate,Single,Sales,25,Below-50K
44,Private,High-school,Single,Management,55,Above-50K
49,Local-gov,High-school,Divorced,Administrative,10,Below-50K
45,Self-emp,Associate,Married,Specilist,50,Above-50K
24,Private,High-school,Single,Craft-repair,40,Below-50K
34,Private,High-school,Divorced,Administrative,40,Below-50K
58,Self-emp,High-school,Married,Sales,72,Above-50K
39,Private,High-school,Married,Craft-repair,45,Below-50K
22,Private,High-school,Single,Other,40,Below-50K
38,Private,Bachelors,Married,Specilist,32,Above-50K
32,Federal-gov,Prof-school,Married,Specilist,50,Above-50K
45,State-gov,High-school,Divorced,Transportation,48,Below-50K
23,Private,High-school,Married,Machinary,45,Below-50K
35,Private,Associate,Married,Craft-repair,45,Below-50K
52,Private,College,Married,Craft-repair,45,Above-50K
55,Private,College,Divorced,Craft-repair,40,Below-50K
23,Private,High-school,Single,Algriculture,40,Below-50K
22,Private,Bachelors,Married,Administrative,25,Below-50K
27,Private,High-school,Married,Administrative,40,Below-50K
24,Private,Associate,Single,Administrative,15,Below-50K
21,Private,College,Single,Craft-repair,40,Below-50K
49,Private,Bachelors,Divorced,Sales,35,Below-50K
32,Private,12th,Married,Machinary,40,Below-50K
64,Private,College,Widowed,Other,24,Below-50K
37,Self-emp,High-school,Single,Algriculture,50,Below-50K
61,Private,7th-8th,Separated,Machinary,40,Below-50K
44,Private,High-school,Married,Craft-repair,40,Above-50K
53,Private,High-school,Married,Craft-repair,52,Above-50K
43,Private,Masters,Single,Specilist,50,Above-50K
60,State-gov,Doctorate,Married,Specilist,40,Above-50K
23,Private,College,Single,Sales,40,Below-50K
25,Private,Masters,Married,Machinary,40,Below-50K
29,Private,High-school,Single,Administrative,40,Below-50K
51,Private,Bachelors,Divorced,Specilist,55,Below-50K
47,Private,1st-4th,Separated,Algriculture,12,Below-50K
20,Private,High-school,Single,Management,40,Below-50K
25,Private,11th,Married,Transportation,40,Above-50K
27,Private,10th,Married,Machinary,40,Below-50K
23,Private,High-school,Single,Administrative,40,Below-50K
18,Private,High-school,Single,Other,27,Below-50K
23,Private,7th-8th,Married,Transportation,32,Below-50K
59,Self-emp,High-school,Divorced,Management,60,Below-50K
46,Private,High-school,Single,Administrative,37,Below-50K
66,Missing,7th-8th,Divorced,Missing,40,Below-50K
46,Local-gov,Masters,Married,Specilist,38,Above-50K
36,Local-gov,11th,Single,Other,23,Below-50K
44,Private,High-school,Separated,Machinary,40,Below-50K
17,Private,11th,Single,Sales,20,Below-50K
27,Private,College,Single,Management,45,Below-50K
32,Private,College,Married,Sales,40,Above-50K
53,Private,High-school,Divorced,Other,40,Below-50K
22,Private,College,Single,Specilist,98,Below-50K
30,Private,Associate,Single,Specilist,40,Below-50K
47,Self-emp,Bachelors,Married,Specilist,30,Below-50K
68,Self-emp,College,Married,Sales,40,Above-50K
39,Private,High-school,Married,Sales,40,Below-50K
22,Private,Bachelors,Single,Administrative,40,Below-50K
62,Missing,7th-8th,Married,Missing,40,Above-50K
20,Private,High-school,Single,Sales,35,Below-50K
21,Private,High-school,Single,Clearning,38,Below-50K
34,Private,Associate,Single,Other,50,Below-50K
30,Self-emp,High-school,Married,Management,75,Below-50K
25,Private,College,Single,Administrative,40,Below-50K
23,State-gov,High-school,Single,Other,21,Below-50K
40,State-gov,Bachelors,Married,Specilist,40,Below-50K
26,Federal-gov,High-school,Single,Administrative,40,Below-50K
57,Self-emp,Associate,Married,Craft-repair,40,Above-50K
36,Private,Associate,Married,Management,60,Above-50K
43,Missing,College,Divorced,Missing,40,Below-50K
49,State-gov,Bachelors,Divorced,Specilist,40,Below-50K
58,Private,High-school,Married,Craft-repair,40,Above-50K
32,Private,College,Divorced,Management,40,Below-50K
59,Private,High-school,Married,Administrative,45,Above-50K
42,State-gov,Bachelors,Single,Administrative,40,Below-50K
37,Private,Bachelors,Married,Management,40,Below-50K
40,Private,Prof-school,Married,Specilist,45,Above-50K
47,Private,High-school,Married,Transportation,40,Below-50K
56,Private,Bachelors,Married,Specilist,45,Above-50K
30,Private,High-school,Single,Administrative,40,Below-50K
42,Private,High-school,Widowed,Management,35,Below-50K
21,Private,High-school,Single,Other,40,Below-50K
21,Private,High-school,Separated,Machinary,40,Below-50K
47,Private,High-school,Married,Tech-support,40,Below-50K
22,Self-emp,College,Single,Algriculture,20,Below-50K
35,Private,Associate,Single,Administrative,40,Above-50K
41,Private,11th,Single,Clearning,40,Below-50K
43,Federal-gov,Bachelors,Married,Clearning,53,Below-50K
60,Private,College,Married,Sales,55,Below-50K
73,Private,7th-8th,Married,Sales,30,Above-50K
90,Private,Bachelors,Married,Management,40,Above-50K
62,Federal-gov,High-school,Married,Administrative,38,Below-50K
28,Private,High-school,Married,Craft-repair,40,Below-50K
45,Private,College,Married,Craft-repair,40,Below-50K
19,Private,High-school,Single,Sales,45,Below-50K
30,Private,High-school,Single,Craft-repair,35,Below-50K
19,Private,12th,Single,Clearning,52,Below-50K
23,Private,College,Single,Other,80,Below-50K
22,Federal-gov,Bachelors,Single,Specilist,10,Below-50K
19,Private,High-school,Single,Administrative,28,Below-50K
45,Federal-gov,Associate,Divorced,Administrative,40,Below-50K
26,Local-gov,High-school,Single,Other,25,Below-50K
42,Local-gov,10th,Married,Clearning,40,Above-50K
62,Self-emp,High-school,Married,Algriculture,35,Below-50K
61,Private,10th,Married,Sales,40,Below-50K
34,Private,Bachelors,Divorced,Sales,60,Above-50K
22,Local-gov,High-school,Single,Other,53,Below-50K
56,Private,Masters,Married,Specilist,40,Above-50K
32,Private,College,Married,Specilist,40,Below-50K
24,Missing,College,Single,Missing,40,Below-50K
26,Private,High-school,Divorced,Craft-repair,40,Below-50K
32,Private,High-school,Single,Sales,45,Below-50K
58,Private,Associate,Divorced,Administrative,40,Below-50K
25,Self-emp,Associate,Married,Administrative,35,Above-50K
23,Private,College,Single,Administrative,25,Below-50K
23,Private,College,Married,Tech-support,40,Below-50K
54,Private,College,Married,Administrative,40,Below-50K
28,Private,College,Single,Management,35,Below-50K
35,Private,Bachelors,Married,Sales,40,Above-50K
30,Private,College,Married,Specilist,25,Above-50K
23,Private,12th,Married,Craft-repair,40,Below-50K
42,Private,College,Married,Tech-support,50,Above-50K
72,Private,10th,Widowed,Administrative,20,Below-50K
21,Private,High-school,Married,Machinary,40,Below-50K
37,Private,Bachelors,Single,Craft-repair,40,Below-50K
54,Private,High-school,Divorced,Other,40,Below-50K
58,Private,Masters,Divorced,Administrative,45,Below-50K
32,Private,Bachelors,Single,Specilist,40,Below-50K
65,Private,College,Widowed,Administrative,15,Below-50K
22,Private,Bachelors,Married,Machinary,45,Below-50K
52,Private,Bachelors,Married,Management,40,Above-50K
65,Private,10th,Widowed,Sales,20,Below-50K
33,Self-emp,High-school,Single,Other,35,Below-50K
35,Private,High-school,Single,Machinary,65,Below-50K
27,Private,College,Single,Administrative,40,Below-50K
34,State-gov,High-school,Single,Other,42,Below-50K
53,Self-emp,High-school,Married,Sales,70,Below-50K
23,Private,10th,Married,Craft-repair,40,Below-50K
43,State-gov,Doctorate,Separated,Specilist,40,Above-50K
58,Private,Associate,Married,Management,40,Below-50K
38,Private,10th,Separated,Administrative,40,Below-50K
26,Private,High-school,Married,Clearning,50,Below-50K
60,Private,Bachelors,Married,Management,50,Above-50K
28,Private,High-school,Married,Machinary,50,Below-50K
33,Federal-gov,High-school,Single,Administrative,30,Below-50K
29,Local-gov,College,Married,Transportation,40,Below-50K
54,State-gov,Doctorate,Single,Management,50,Above-50K
41,Private,7th-8th,Married,Algriculture,36,Below-50K
63,Self-emp,College,Divorced,Management,50,Below-50K
31,Private,High-school,Married,Administrative,27,Below-50K
23,Private,Bachelors,Single,Sales,25,Below-50K
31,Private,College,Separated,Transportation,40,Below-50K
41,Private,Prof-school,Married,Specilist,45,Above-50K
51,Private,High-school,Married,Transportation,40,Above-50K
59,Private,College,Married,Craft-repair,40,Above-50K
23,Private,College,Single,Specilist,45,Below-50K
24,Self-emp,College,Single,Management,45,Below-50K
67,Self-emp,High-school,Divorced,Specilist,20,Below-50K
65,Missing,High-school,Widowed,Missing,35,Below-50K
47,Local-gov,Bachelors,Married,Specilist,40,Above-50K
21,Private,High-school,Single,Craft-repair,40,Below-50K
38,Private,7th-8th,Married,Algriculture,40,Below-50K
55,Private,Bachelors,Divorced,Specilist,40,Below-50K
39,Private,Masters,Divorced,Specilist,40,Below-50K
24,Private,High-school,Separated,Other,50,Above-50K
24,Private,High-school,Married,Security,40,Below-50K
38,Private,College,Married,Sales,40,Above-50K
19,Private,High-school,Single,Other,24,Below-50K
32,Private,High-school,Married,Craft-repair,50,Below-50K
63,Self-emp,College,Married,Management,60,Above-50K
18,Private,College,Single,Sales,30,Below-50K
36,Private,College,Married,Transportation,45,Below-50K
41,Private,Bachelors,Divorced,Transportation,40,Below-50K
57,Private,College,Single,Security,40,Below-50K
48,Private,High-school,Married,Craft-repair,40,Below-50K
44,Private,High-school,Divorced,Sales,40,Below-50K
25,Private,College,Single,Management,40,Below-50K
48,Private,12th,Married,Management,50,Below-50K
20,Private,College,Single,Sales,8,Below-50K
74,Self-emp,High-school,Married,Sales,55,Below-50K
44,Private,High-school,Single,Management,40,Below-50K
26,Private,College,Married,Machinary,40,Below-50K
54,Local-gov,High-school,Married,Algriculture,40,Below-50K
39,Private,High-school,Married,Clearning,48,Above-50K
38,Private,College,Divorced,Administrative,40,Below-50K
18,Private,10th,Single,Other,40,Below-50K
32,Local-gov,Masters,Single,Specilist,40,Below-50K
24,Private,College,Single,Other,40,Below-50K
19,Self-emp,9th,Single,Specilist,35,Below-50K
28,Private,High-school,Married,Machinary,40,Below-50K
28,Private,High-school,Separated,Clearning,30,Below-50K
49,Local-gov,High-school,Married,Craft-repair,40,Below-50K
50,Private,Bachelors,Married,Craft-repair,40,Below-50K
63,Private,High-school,Widowed,Machinary,40,Below-50K
58,Self-emp,High-school,Married,Algriculture,50,Below-50K
68,Self-emp,High-school,Widowed,Other,15,Below-50K
41,Federal-gov,College,Married,Management,40,Above-50K
21,Missing,High-school,Single,Missing,40,Below-50K
27,Private,College,Married,Specilist,50,Above-50K
24,Private,Bachelors,Single,Specilist,40,Below-50K
50,Private,Bachelors,Divorced,Management,40,Below-50K
47,Private,College,Divorced,Other,44,Below-50K
64,Missing,High-school,Divorced,Missing,40,Above-50K
54,Private,High-school,Widowed,Other,40,Below-50K
28,Private,Bachelors,Single,Administrative,30,Below-50K
26,State-gov,Masters,Single,Specilist,40,Below-50K
35,State-gov,Bachelors,Separated,Management,42,Below-50K
48,Private,High-school,Married,Sales,15,Below-50K
